Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: perspective_taking,Store: emotion_contagion,Store: online_simulation,Store: peripheral_responsivity,Store: proximal_responsivity,Store: CE,Store: AE
62,1681737576654,17/04/2023 13:19:36,1681741176654,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,Page 2,7jwaw8,4,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,value,Disagree,,,Q3_CE_Online_Simulation,3,object-11,30,10,28,16,12,58,38
63,1681737576656,17/04/2023 13:19:36,1681741176656,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,Page 2,7jwaw8,4,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,quantised,2,,,Q3_CE_Online_Simulation,3,object-11,30,10,28,16,12,58,38
64,1681737576657,17/04/2023 13:19:36,1681741176657,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,Page 2,7jwaw8,4,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Strongly Disagree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,30,10,28,16,12,58,38
65,1681737576658,17/04/2023 13:19:36,1681741176658,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,Page 2,7jwaw8,4,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,1,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,30,10,28,16,12,58,38
66,1681737576659,17/04/2023 13:19:36,1681741176659,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,perspective_taking,response,score,30,,,,,,,,,,,,
67,1681737576659,17/04/2023 13:19:36,1681741176659,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,emotion_contagion,response,score,10,,,,,,,,,,,,
68,1681737576660,17/04/2023 13:19:36,1681741176660,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,online_simulation,response,score,28,,,,,,,,,,,,
69,1681737576661,17/04/2023 13:19:36,1681741176661,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,peripheral_responsivity,response,score,16,,,,,,,,,,,,
70,1681737576663,17/04/2023 13:19:36,1681741176663,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,proximal_responsivity,response,score,12,,,,,,,,,,,,
71,1681737576663,17/04/2023 13:19:36,1681741176663,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,CE,response,score,58,,,,,,,,,,,,
72,1681737576664,17/04/2023 13:19:36,1681741176664,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,AE,response,score,38,,,,,,,,,,,,
73,1681737576665,17/04/2023 13:19:36,1681741176665,1,17/04/2023 15:19:36,121969,5,questionnaire-tx5o,,28916236,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,QCAE,6,AB,BA,,,,,,,END,,,,,,,,,,,,
1,1681733584092,17/04/2023 12:13:04,1681740784092,2,17/04/2023 16:13:04,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,,,,,,,BEGIN,,,,,,,,,,,,
2,1681733749441,17/04/2023 12:15:49,1681740949441,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I can pick up quickly if someone says one thing but means another.**,response,value,Agree,,,Q16_CE_Perpective_Taking,7,object-39,13,6,4,5,6,17,17
3,1681733749442,17/04/2023 12:15:49,1681740949442,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I can pick up quickly if someone says one thing but means another.**,response,quantised,3,,,Q16_CE_Perpective_Taking,7,object-39,13,6,4,5,6,17,17
4,1681733749442,17/04/2023 12:15:49,1681740949442,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I find it easy to put myself in somebody else’s shoes.**,response,value,Strongly Agree,,,Q18_CE_Online_Simulation,9,object-43,13,6,4,5,6,17,17
5,1681733749443,17/04/2023 12:15:49,1681740949443,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I find it easy to put myself in somebody else’s shoes.**,response,quantised,4,,,Q18_CE_Online_Simulation,9,object-43,13,6,4,5,6,17,17
6,1681733749443,17/04/2023 12:15:49,1681740949443,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,value,Agree,,,Q11_AE_Peripheral_Responsivity,2,object-29,13,6,4,5,6,17,17
7,1681733749444,17/04/2023 12:15:49,1681740949444,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,quantised,3,,,Q11_AE_Peripheral_Responsivity,2,object-29,13,6,4,5,6,17,17
8,1681733749444,17/04/2023 12:15:49,1681740949444,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I can easily tell if someone else wants to enter a conversation.**,response,value,Agree,,,Q15_CE_Perpective_Taking,6,object-37,13,6,4,5,6,17,17
9,1681733749445,17/04/2023 12:15:49,1681740949445,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I can easily tell if someone else wants to enter a conversation.**,response,quantised,3,,,Q15_CE_Perpective_Taking,6,object-37,13,6,4,5,6,17,17
10,1681733749446,17/04/2023 12:15:49,1681740949446,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I am quick to spot when someone in a group is feeling awkward or uncomfortable.**,response,value,Strongly Agree,,,Q20_CE_Perpective_Taking,11,object-70,13,6,4,5,6,17,17
11,1681733749446,17/04/2023 12:15:49,1681740949446,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I am quick to spot when someone in a group is feeling awkward or uncomfortable.**,response,quantised,4,,,Q20_CE_Perpective_Taking,11,object-70,13,6,4,5,6,17,17
12,1681733749447,17/04/2023 12:15:49,1681740949447,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**It affects me very much when one of my friends seems upset.**,response,value,Agree,,,Q10_AE_Proximal_Responsivity,1,object-27,13,6,4,5,6,17,17
13,1681733749448,17/04/2023 12:15:49,1681740949448,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**It affects me very much when one of my friends seems upset.**,response,quantised,3,,,Q10_AE_Proximal_Responsivity,1,object-27,13,6,4,5,6,17,17
14,1681733749449,17/04/2023 12:15:49,1681740949449,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,value,Agree,,,Q13_AE_Emotion_Contagion,4,object-33,13,6,4,5,6,17,17
15,1681733749450,17/04/2023 12:15:49,1681740949450,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,quantised,3,,,Q13_AE_Emotion_Contagion,4,object-33,13,6,4,5,6,17,17
16,1681733749450,17/04/2023 12:15:49,1681740949450,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I am good at predicting how someone will feel.**,response,value,Agree,,,Q19_CE_Perpective_Taking,10,object-45,13,6,4,5,6,17,17
17,1681733749451,17/04/2023 12:15:49,1681740949451,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I am good at predicting how someone will feel.**,response,quantised,3,,,Q19_CE_Perpective_Taking,10,object-45,13,6,4,5,6,17,17
18,1681733749452,17/04/2023 12:15:49,1681740949452,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I get very upset when I see someone cry.**,response,value,Agree,,,Q12_AE_Proximal_Responsivity,3,object-31,13,6,4,5,6,17,17
19,1681733749452,17/04/2023 12:15:49,1681740949452,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**I get very upset when I see someone cry.**,response,quantised,3,,,Q12_AE_Proximal_Responsivity,3,object-31,13,6,4,5,6,17,17
20,1681733749453,17/04/2023 12:15:49,1681740949453,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**It worries me when others are worrying and panicky.**,response,value,Agree,,,Q14_AE_Emotion_Contagion,5,object-35,13,6,4,5,6,17,17
21,1681733749454,17/04/2023 12:15:49,1681740949454,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**It worries me when others are worrying and panicky.**,response,quantised,3,,,Q14_AE_Emotion_Contagion,5,object-35,13,6,4,5,6,17,17
22,1681733749455,17/04/2023 12:15:49,1681740949455,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**It is hard for me to see why some things upset people so much.**,response,value,Agree,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,13,6,4,5,6,17,17
23,1681733749456,17/04/2023 12:15:49,1681740949456,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 3,4ai8ku,2,**It is hard for me to see why some things upset people so much.**,response,quantised,3,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,13,6,4,5,6,17,17
24,1681733749456,17/04/2023 12:15:49,1681740949456,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Agree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,13,12,19,7,9,32,28
25,1681733749458,17/04/2023 12:15:49,1681740949458,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,3,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,13,12,19,7,9,32,28
26,1681733749458,17/04/2023 12:15:49,1681740949458,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,value,Disagree,,,Q1_CE_Online_Simulation_R,1,object-5,13,12,19,7,9,32,28
27,1681733749459,17/04/2023 12:15:49,1681740949459,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,quantised,2,,,Q1_CE_Online_Simulation_R,1,object-5,13,12,19,7,9,32,28
28,1681733749460,17/04/2023 12:15:49,1681740949460,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I often get emotionally involved with my friends’ problems.**,response,value,Agree,,,Q7_AE_Proximal_Responsivity,8,object-21,13,12,19,7,9,32,28
29,1681733749461,17/04/2023 12:15:49,1681740949461,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I often get emotionally involved with my friends’ problems.**,response,quantised,3,,,Q7_AE_Proximal_Responsivity,8,object-21,13,12,19,7,9,32,28
30,1681733749462,17/04/2023 12:15:49,1681740949462,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I am inclined to get nervous when others around me seem to be nervous.**,response,value,Agree,,,Q8_AE_Emotion_Contagion,9,object-23,13,12,19,7,9,32,28
31,1681733749463,17/04/2023 12:15:49,1681740949463,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I am inclined to get nervous when others around me seem to be nervous.**,response,quantised,3,,,Q8_AE_Emotion_Contagion,9,object-23,13,12,19,7,9,32,28
32,1681733749464,17/04/2023 12:15:49,1681740949464,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,value,Agree,,,Q5_CE_Online_Simulation,5,object-14,13,12,19,7,9,32,28
33,1681733749465,17/04/2023 12:15:49,1681740949465,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,quantised,3,,,Q5_CE_Online_Simulation,5,object-14,13,12,19,7,9,32,28
34,1681733749466,17/04/2023 12:15:49,1681740949466,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Q0_Attention_Check,6,object-16,13,12,19,7,9,32,28
35,1681733749467,17/04/2023 12:15:49,1681740949467,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,4,,,Q0_Attention_Check,6,object-16,13,12,19,7,9,32,28
36,1681733749468,17/04/2023 12:15:49,1681740949468,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,value,Agree,,,Q4_CE_Online_Simulation,4,object-12,13,12,19,7,9,32,28
37,1681733749469,17/04/2023 12:15:49,1681740949469,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,quantised,3,,,Q4_CE_Online_Simulation,4,object-12,13,12,19,7,9,32,28
38,1681733749470,17/04/2023 12:15:49,1681740949470,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,value,Agree,,,Q3_CE_Online_Simulation,3,object-11,13,12,19,7,9,32,28
39,1681733749471,17/04/2023 12:15:49,1681740949471,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,quantised,3,,,Q3_CE_Online_Simulation,3,object-11,13,12,19,7,9,32,28
40,1681733749473,17/04/2023 12:15:49,1681740949473,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**People I am with have a strong influence on my mood.**,response,value,Agree,,,Q9_AE_Emotion_Contagion,10,object-25,13,12,19,7,9,32,28
41,1681733749474,17/04/2023 12:15:49,1681740949474,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,**People I am with have a strong influence on my mood.**,response,quantised,3,,,Q9_AE_Emotion_Contagion,10,object-25,13,12,19,7,9,32,28
42,1681733749475,17/04/2023 12:15:49,1681740949475,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,value,Agree,,,Q6_CE_Online_Simulation,7,object-19,13,12,19,7,9,32,28
43,1681733749476,17/04/2023 12:15:49,1681740949476,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 2,7jwaw8,3,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,quantised,3,,,Q6_CE_Online_Simulation,7,object-19,13,12,19,7,9,32,28
44,1681733749477,17/04/2023 12:15:49,1681740949477,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,**Before I do something I try to consider how my friends will react to it.**,response,value,Disagree,,,Q31_CE_Online_Simulation,11,object-68,30,12,27,9,13,57,34
45,1681733749478,17/04/2023 12:15:49,1681740949478,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,**Before I do something I try to consider how my friends will react to it.**,response,quantised,2,,,Q31_CE_Online_Simulation,11,object-68,30,12,27,9,13,57,34
46,1681733749479,17/04/2023 12:15:49,1681740949479,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,"**I can sense if I am intruding, even if the other person does not tell me.**",response,value,Agree,,,Q24_CE_Perpective_Taking,4,object-53,30,12,27,9,13,57,34
47,1681733749480,17/04/2023 12:15:49,1681740949480,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,"**I can sense if I am intruding, even if the other person does not tell me.**",response,quantised,3,,,Q24_CE_Perpective_Taking,4,object-53,30,12,27,9,13,57,34
48,1681733749482,17/04/2023 12:15:49,1681740949482,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,**I always try to consider the other fellow’s feelings before I do something.**,response,value,Agree,,,Q30_CE_Online_Simulation,10,object-66,30,12,27,9,13,57,34
49,1681733749483,17/04/2023 12:15:49,1681740949483,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,**I always try to consider the other fellow’s feelings before I do something.**,response,quantised,3,,,Q30_CE_Online_Simulation,10,object-66,30,12,27,9,13,57,34
50,1681733749486,17/04/2023 12:15:49,1681740949486,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,**I can easily work out what another person might want to talk about.**,response,value,Agree,,,Q25_CE_Perpective_Taking,5,object-55,30,12,27,9,13,57,34
51,1681733749487,17/04/2023 12:15:49,1681740949487,2,17/04/2023 16:15:49,121969,5,questionnaire-tx5o,,28916266,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,QCAE,6,BA,AB,Page 4,slymoa,4,**I can easily work out what another person might want to talk about.**,response,quantised,3,,,Q25_CE_Perpective_Taking,5,object-55,30,12,27,9,13,57,34
